fighter_id,name,height,weight,age,dob,gender,weight_class,reach,stance,style,gym,country
4389085,Aoriqileng,170.18,61.69,32.0,1993-06-25,male,bantamweight,175.26,orthodox,sanda,fight ready,china
4081024,Matt Frevola,175.26,70.76,35.0,1990-06-11,male,lightweight,180.34,orthodox,wrestling,gracie tampa south,usa
3070984,Davey Grant,172.72,61.69,39.0,1985-12-18,male,bantamweight,175.26,orthodox,brazilian jiu-jitsu,sbg bishop auckland,england
5068545,HyunSung Park,170.18,57.15,29.0,1995-11-04,male,flyweight,167.64,orthodox,mixed martial artist,mma story,korea
5211247,Djorden Santos,182.88,83.91,28.0,1997-08-01,male,middleweight,191.77,orthodox,,american top team,brazil
2951202,Drew Dober,172.72,70.31,36.0,1988-10-19,male,lightweight,177.8,southpaw,brazilian jiu-jitsu,elevation fight team,usa
5159959,Ravena Oliveira,165.1,60.33,28.0,1997-02-20,male,womens-strawweight,165.1,orthodox,striker,life mma,brazil
5149815,Yousri Belgaroui,195.58,84.37,33.0,1992-06-29,male,middleweight,200.66,orthodox,,teixeira mma & fitness,netherlands
4418809,Tainara Lisboa,170.18,61.23,34.0,1991-03-02,female,womens-bantamweight,170.18,orthodox,brazilian jiu-jitsu,damas 013,brazil
5282411,Michael Oliveira,182.88,77.11,27.0,1998-01-21,male,welterweight,,,,ko squad mma,brazil
3068125,Mateusz Gamrot,177.8,70.76,34.0,1990-12-11,male,lightweight,179.07,southpaw,wrestling,american top team,poland
4339130,Montel Jackson,177.8,61.69,33.0,1992-04-24,male,bantamweight,190.5,southpaw,striker,pura vida bjj,usa
3960071,Randy Brown,190.5,77.56,35.0,1990-07-08,male,welterweight,198.12,orthodox,striker,budokan martial arts academy,jamaica
5218817,Mario Pinto,195.58,111.58,27.0,1998-03-14,male,heavyweight,200.66,orthodox,,fightzone london,portugal
5204223,Kaan Ofli,170.18,65.77,32.0,1993-06-19,male,featherweight,167.64,orthodox,freestyle,australian top team,australia
5212738,Michael Aswell Jr.,172.72,70.31,25.0,2000-09-27,male,featherweight,175.26,orthodox,,metro fight club,usa
4904998,Clayton Carpenter,167.64,56.7,29.0,1996-06-09,male,flyweight,167.64,orthodox,mixed martial artist,mma lab,usa
4869702,Thomas Petersen,185.42,113.4,30.0,1995-03-30,male,heavyweight,187.96,southpaw,boxing,spartan mma,usa
4711407,Irina Alekseeva,172.72,61.23,35.0,1990-06-27,female,womens-bantamweight,170.18,orthodox,sambo,rati,russia
5218177,Stewart Nicoll,165.1,57.15,30.0,1994-11-04,male,flyweight,166.37,orthodox,mixed martial artist,broz martial arts,australia
2312150,Mohammed Usman,187.96,110.68,36.0,1989-04-01,male,heavyweight,200.66,orthodox,mixed martial artist,kill cliff fc,nigeria
3102702,Karolina Kowalkiewicz,160.02,52.16,39.0,1985-10-15,female,womens-strawweight,162.56,orthodox,striker,american top team,poland
5310567,Roque Conceição,162.56,56.7,25.0,1999-10-27,male,flyweight,,,,revira black team,brazil
4053451,Jimmie Pace Jr.,185.42,83.91,29.0,1996-04-09,male,middleweight,,,,thai brasil,usa
5295167,Rafael Pergentino,,120.2,,,male,lightheavyweight,,,,gameness fight club,brazil
4705658,Alex Pereira,193.04,92.99,38.0,1987-07-07,male,lightheavyweight,200.66,orthodox,kickboxing,teixeira mma & fitness,brazil
4294504,Cory Sandhagen,180.34,61.23,33.0,1992-04-20,male,bantamweight,177.8,switch,striker,elevation fight team,usa
4028627,Khalil Rountree Jr.,185.42,93.44,35.0,1990-02-26,male,lightheavyweight,194.31,southpaw,striker,syndicate mma,usa
4351319,Youssef Zalal,177.8,66.22,29.0,1996-09-04,male,featherweight,182.88,switch,freestyle,factoryx muay thai,morocco
4684135,Joe Pyfer,187.96,83.91,29.0,1996-09-17,male,middleweight,190.5,orthodox,boxing,marquez mma,usa
4944080,Ozzy Diaz,193.04,83.91,34.0,1990-11-22,male,middleweight,200.66,orthodox,,california mixed martial marts,usa
3091099,Andre Muniz,185.42,83.91,35.0,1990-02-17,male,middleweight,198.12,southpaw,mixed martial artist,tata fight team,brazil
5016786,Farid Basharat,172.72,62.14,28.0,1997-08-02,male,bantamweight,180.34,orthodox,mixed martial artist,xtreme couture,afghanistan
5282139,JooSang Yoo,170.18,65.77,31.0,1994-01-21,male,featherweight,180.34,orthodox,,tiger gym,korea
3154898,Yana Santos,167.64,61.69,35.0,1989-11-11,female,womens-bantamweight,172.72,orthodox,striker,american top team,russia
4371005,Jakub Wikłacz,175.26,61.23,29.0,1996-09-10,male,bantamweight,175.26,,,american top team,poland
4700616,Nikolay Veretennikov,185.42,76.66,35.0,1989-12-22,male,welterweight,187.96,orthodox,sambo,kings mma,kazakhstan
4290344,Austin Vanderford,180.34,78.93,35.0,1990-03-21,male,welterweight,187.96,orthodox,,american top team,usa
4024488,Brogan Walker,162.56,56.7,37.0,1988-08-02,female,womens-flyweight,170.18,switch,mixed martial artist,purebred bjj guam,guam
5292022,Damian Pinas,185.42,83.91,23.0,2002-03-12,male,middleweight,,,,nova uniao ,aruba
5278268,Magno Dias,167.64,61.23,28.0,1996-11-30,male,bantamweight,,,,fighting nerds,brazil
5310077,Christopher Alvidrez,185.42,77.11,28.0,1996-12-27,male,welterweight,,,,the goat shed,usa
5110465,Demba Seck,177.8,65.77,31.0,1994-07-20,male,featherweight,,,,,senegal
5310076,Paulo da Silva,170.18,56.7,23.0,2002-07-03,male,flyweight,,,,,brazil
4233039,Dominick Reyes,193.04,93.44,35.0,1989-12-26,male,lightheavyweight,195.58,southpaw,striker,joe stevenson's cobra kai,usa
4698417,Ivan Erslan,187.96,93.44,33.0,1991-11-15,male,lightheavyweight,184.15,orthodox,boxing,american top team,croatia
5152409,Ramon Taveras,172.72,66.68,31.0,1994-01-09,male,featherweight,177.8,southpaw,mixed martial artist,bulldog boxing,usa
3001914,Neil Magny,190.5,77.11,38.0,1987-08-03,male,welterweight,203.2,orthodox,mixed martial artist,pound 4 pound muay thai,usa
4786358,Charlie Campbell,182.88,70.31,30.0,1995-07-03,male,lightweight,184.15,orthodox,mixed martial artist,serra-longo fight team ,usa
5060489,Rodolfo Bellato,190.5,92.99,29.0,1996-02-05,male,lightheavyweight,190.5,orthodox,,team nogueira,brazil
4697476,Andre Petroski,182.88,83.91,34.0,1991-06-12,male,middleweight,185.42,switch,freestyle,renzo gracie philly,usa
5125178,Rolando Bedoya,180.34,70.76,28.0,1997-01-13,male,lightweight,187.96,orthodox,striker,chute boxe - diego lima,peru
5212850,Josias Musasa,172.72,61.23,26.0,1998-10-10,male,bantamweight,187.96,southpaw,,elite training centre,democratic republic of congo
4372194,Luana Carolina,167.64,61.69,32.0,1993-06-11,female,womens-bantamweight,175.26,orthodox,muay thai,nova uniao ,brazil
5293987,Elisha Ellison,182.88,107.05,28.0,1997-03-05,male,heavyweight,198.12,orthodox,,combat sport and fitness,usa
5075992,Alexia Thainara,162.56,52.16,29.0,1995-11-20,female,womens-strawweight,170.18,orthodox,,ribas family,brazil
5264925,Mantas Kondratavičius,190.5,84.37,26.0,1999-07-17,male,middleweight,191.77,orthodox,,fighter house,lithuania
5308768,Murtazali Magomedov,180.34,65.77,26.0,1999-08-26,male,featherweight,179.07,orthodox,,khk mma team,kyrgyzstan
5308770,Sofia Montenegro,167.64,56.7,26.0,1999-06-18,female,womens-flyweight,171.45,orthodox,,alfa team,argentina
4687104,Javier Reyes,177.8,65.77,31.0,1993-10-10,male,featherweight,185.42,,,bareknuckle mma,colombia
5308872,Jair de Oliveira,175.26,92.53,29.0,1996-05-09,male,lightheavyweight,176.53,,,ct lucas cebola,brazil
5236383,Hecher Sosa,172.72,61.69,30.0,1995-08-25,male,bantamweight,177.8,orthodox,,afc villalba,spain
5307810,Iwo Baraniewski,182.88,92.99,26.0,1998-11-20,male,lightheavyweight,186.69,orthodox,,aligatores fight club,poland
5307815,Adam Livingston,187.96,70.76,24.0,2001-08-15,male,lightweight,181.61,orthodox,,long island mma,usa
5109011,Paddy McCorry,190.5,84.37,27.0,1997-12-09,male,middleweight,185.42,switch,,fight academy ireland,ireland
5282412,Cody Chovancek,172.72,61.69,27.0,1998-07-24,male,bantamweight,170.18,switch,,niagara top team,canada
5145766,Jean Silva,170.18,65.77,28.0,1996-12-27,male,featherweight,175.26,orthodox,striker,fighting nerds,brazil
4503229,David Martinez,165.1,61.23,27.0,1998-08-03,male,bantamweight,167.64,orthodox,,bonebreakers mma,mexico
3894823,Jared Gordon,175.26,70.76,37.0,1988-09-06,male,lightweight,172.72,orthodox,striker,kill cliff fc,usa
4685871,Dustin Stoltzfus,182.88,83.91,33.0,1991-11-15,male,middleweight,190.5,orthodox,muay thai,xtreme couture,usa
3026133,Diego Ferreira,175.26,70.76,40.0,1985-01-18,male,lightweight,187.96,orthodox,brazilian jiu-jitsu,fortis mma,brazil
5138563,Quang Le,167.64,61.69,33.0,1991-10-18,male,bantamweight,177.8,orthodox,freestyle,the academy mn,vietnam
4421517,Duško Todorović,185.42,84.37,31.0,1994-05-19,male,middleweight,187.96,orthodox,mixed martial artist,secutor,serbia
3897005,Joaquim Silva,172.72,70.76,36.0,1989-02-05,male,lightweight,175.26,southpaw,brazilian jiu-jitsu,american top team,brazil
4233196,Amanda Lemos,162.56,52.62,38.0,1987-05-22,female,womens-strawweight,165.1,southpaw,striker,marajo brothers team,brazil
5218137,Luis Gurule,165.1,56.7,31.0,1993-11-16,male,flyweight,162.56,orthodox,,factoryx muay thai,usa
5060467,Sedriques Dumas,187.96,84.37,30.0,1995-08-06,male,middleweight,200.66,orthodox,kickboxing,team remedy bjj & mma,usa
5099732,Alden Coria,172.72,57.15,27.0,1998-04-24,male,flyweight,170.18,,,4oz fight club,usa
5261515,Alice Pereira,177.8,61.69,19.0,2005-12-20,female,womens-bantamweight,,,,life mma,brazil
5289841,Daniil Donchenko,180.34,77.56,24.0,2001-08-04,male,welterweight,180.34,orthodox,,tiger muay thai,ukraine
5239615,Steven Asplund,195.58,118.39,27.0,1998-07-16,male,heavyweight,198.12,orthodox,,minnesota top team,usa
4958170,Lerryan Douglas,177.8,65.77,30.0,1995-04-27,male,featherweight,182.88,orthodox,,bloodline combat,brazil
5307524,Freddy Vidal,190.5,95.25,31.0,1994-05-06,male,lightheavyweight,201.93,orthodox,,serra-longo fight team ,usa
5293557,Samuel Sanches,177.8,69.85,22.0,2003-01-28,male,lightweight,189.23,orthodox,,galpao da luta,brazil
5278269,Carol Foro,157.48,52.16,28.0,1997-03-21,female,womens-strawweight,156.21,orthodox,,rplay thai,brazil
4835137,Caio Borralho,185.42,83.91,32.0,1993-01-16,male,middleweight,190.5,southpaw,mixed martial artist,fighting nerds,brazil
5122238,Mauricio Ruffy,180.34,70.76,29.0,1996-06-17,male,lightweight,190.5,orthodox,striker,fighting nerds,brazil
3946951,Paul Craig,190.5,92.99,37.0,1987-11-27,male,lightheavyweight,193.04,orthodox,brazilian jiu-jitsu,higher level martial arts,scotland
4419470,Mason Jones,177.8,70.76,30.0,1995-04-26,male,lightweight,187.96,orthodox,,pedro bessa bjj,wales
4078243,Rhys McKee,187.96,77.11,30.0,1995-09-10,male,welterweight,198.12,orthodox,mixed martial artist,fight academy ireland,ireland
5100571,Robert Ruchała,177.8,66.22,27.0,1998-05-15,male,featherweight,182.88,switch,,grappling krakow,poland
4379328,Brendson Ribeiro,190.5,93.44,29.0,1996-09-08,male,lightheavyweight,205.74,orthodox,striker,brazilian tko,brazil
5172124,Kauê Fernandes,175.26,70.31,30.0,1995-03-17,male,lightweight,185.42,orthodox,freestyle,nova uniao ,brazil
5092403,Trey Waters,195.58,77.56,30.0,1995-02-21,male,welterweight,195.58,orthodox,striker,ludus mma,usa
4341572,Robert Bryczek,182.88,84.37,35.0,1990-07-04,male,middleweight,190.5,orthodox,,veto team bielsko-biała,poland
4712980,Rinat Fakhretdinov,182.88,77.11,34.0,1991-09-28,male,welterweight,187.96,orthodox,wrestling,american top team,russia
4348673,Sam Hughes,165.1,52.62,33.0,1992-06-28,female,womens-strawweight,163.83,orthodox,freestyle,fortis mma,usa
4629138,Jean-Paul Lebosnoyani,180.34,77.11,26.0,1999-01-27,male,welterweight,182.88,switch,,california mixed martial marts,usa
5216978,Cezary Oleksiejczuk,190.5,83.91,25.0,2000-01-06,male,middleweight,191.77,southpaw,,fighting nerds,poland
5124146,Samuel Silva,182.88,69.85,29.0,1996-01-02,male,lightweight,184.15,orthodox,,evolucao thai,brazil
5150021,Eduardo Chapolin,170.18,56.7,29.0,1995-11-23,male,flyweight,170.18,orthodox,,bloodline combat,brazil
5295176,David Mgoyan,175.26,65.77,21.0,2004-06-25,male,featherweight,179.07,orthodox,,american top team,russia
5291085,Ryan Gandra,185.42,83.46,30.0,1995-05-08,male,middleweight,189.23,orthodox,,flavio baiano team,brazil
5099679,Marcio Barbosa,167.64,65.77,27.0,1998-05-22,male,featherweight,179.07,orthodox,,ronildo nobre judo club,brazil
5220971,Alik Lorenz,187.96,93.44,28.0,1997-01-25,male,lightheavyweight,196.85,orthodox,,hard drive mma,usa
5085291,Manoel Sousa,175.26,70.31,28.0,1997-06-04,male,lightweight,177.8,orthodox,,academia octógono,brazil
4413642,Darion Abbey,187.96,102.51,32.0,1993-02-25,male,heavyweight,205.74,orthodox,,kill cliff fc,usa
4845284,Zhang Mingyang,187.96,92.99,27.0,1998-08-16,male,lightheavyweight,191.77,orthodox,mixed martial artist,xtreme couture,china
3031559,Aljamain Sterling,170.18,69.4,36.0,1989-07-31,male,featherweight,180.34,orthodox,brazilian jiu-jitsu,serra-longo fight team ,usa
4903365,Waldo Cortes-Acosta,193.04,118.84,33.0,1991-10-03,male,heavyweight,198.12,orthodox,striker,ukf gym,dominican republic
5144066,Kevin Borjas,165.1,57.15,27.0,1997-12-06,male,flyweight,172.72,orthodox,mixed martial artist,pitbull martial arts center,peru
4425962,Kiefer Crosbie,180.34,77.11,35.0,1990-04-05,male,welterweight,177.8,switch,mixed martial artist,sbg ireland,ireland
5085318,Gauge Young,175.26,70.31,25.0,2000-07-14,male,lightweight,177.8,orthodox,,ignite jiu-jitsu,usa
5147737,Lone'er Kavanagh,167.64,57.15,26.0,1999-06-09,male,flyweight,170.18,orthodox,,great britain top team,england
4397797,Austin Hubbard,177.8,70.31,33.0,1991-12-22,male,lightweight,180.34,orthodox,freestyle,valle flow striking,usa
4329444,Kyle Daukaus,190.5,83.91,32.0,1993-02-27,male,middleweight,193.04,southpaw,mixed martial artist,martinez bjj,usa
4305514,Westin Wilson,185.42,66.22,36.0,1989-01-24,male,featherweight,185.42,southpaw,brazilian jiu-jitsu,team upstate karate,usa
5044361,SuYoung You,167.64,61.23,29.0,1995-12-11,male,bantamweight,165.1,orthodox,,von jiu jitsu,korea
5213352,Diyar Nurgozhay,187.96,92.99,28.0,1997-04-22,male,lightheavyweight,187.96,southpaw,,arlan mma pro team,kazakhstan
4969974,Jose Delano,172.72,65.77,29.0,1996-09-11,male,featherweight,177.8,orthodox,,brazilian top team,brazil
4694832,Cam Rowston,190.5,83.46,30.0,1995-01-19,male,middleweight,198.12,orthodox,,city kickboxing,australia
5212852,Louis Lee Scott,172.72,62.14,25.0,2000-02-26,male,bantamweight,177.8,orthodox,,manchester top team,england
5220468,Guilherme Uriel,185.42,112.94,28.0,1997-02-18,male,heavyweight,187.96,orthodox,,evolution combat mma,brazil
5290796,Ramiro Jimenez,175.26,65.32,26.0,1999-01-16,male,featherweight,185.42,southpaw,,the goat shed,mexico
4684751,Khamzat Chimaev,187.96,83.01,31.0,1994-05-01,male,middleweight,190.5,orthodox,freestyle,allstars training center,united arab emirates
4199009,Aaron Pico,172.72,65.77,29.0,1996-09-23,male,featherweight,177.8,orthodox,striker,jackson-wink mma,usa
3022067,Michael Page,190.5,84.37,38.0,1987-04-07,male,middleweight,200.66,switch,striker,london shootfighters,england
4336757,Kai Asakura,172.72,57.15,31.0,1993-10-31,male,flyweight,175.26,orthodox,,japan top team,japan
5290958,Eric Nolan,187.96,83.01,28.0,1997-09-13,male,middleweight,187.96,orthodox,,lionheart mma,usa
4012999,Michal Oleksiejczuk,182.88,84.37,30.0,1995-02-22,male,middleweight,187.96,southpaw,striker,fighting nerds,poland
4700617,Loopy Godínez,157.48,52.16,32.0,1993-09-06,male,womens-strawweight,154.94,orthodox,boxing,lobo gym mma,mexico
4018757,Alexander Hernandez,175.26,70.31,32.0,1992-10-01,male,lightweight,182.88,orthodox,striker,mile high militia,usa
4079621,Drakkar Klose,175.26,70.76,37.0,1988-03-09,male,lightweight,177.8,orthodox,striker,mma lab,usa
4801725,Dione Barbosa,167.64,56.7,33.0,1992-05-08,female,womens-flyweight,167.64,orthodox,mixed martial artist,kings mma,brazil
4238229,Joseph Morales,167.64,57.15,31.0,1994-08-22,male,flyweight,175.26,switch,brazilian jiu-jitsu,team alpha male,usa
5287948,Neemias Santana,187.96,84.37,29.0,1996-07-10,male,middleweight,193.04,orthodox,,team lucas mineiro,brazil
5264471,Jimmy Drago,177.8,77.11,30.0,1995-02-18,male,welterweight,180.34,orthodox,,ataque duplo ,usa
5149437,Murtaza Talha,182.88,84.37,29.0,1996-07-10,male,middleweight,187.96,orthodox,,khk mma team,bahrain
5265556,Radley da Silva,175.26,65.77,30.0,1995-06-20,male,featherweight,180.34,orthodox,,axe capoeira vancouver,canada
5147207,Yuri Panferov,185.42,84.37,29.0,1996-08-30,male,middleweight,184.15,orthodox,,ultimate mma,russia
4290956,Anthony Hernandez,182.88,84.37,31.0,1993-10-18,male,middleweight,190.5,orthodox,brazilian jiu-jitsu,mmagold fight team,usa
4424224,Ode' Osbourne,170.18,61.23,33.0,1992-01-09,male,bantamweight,185.42,southpaw,mixed martial artist,bkmma,jamaica
3115931,Angela Hill,160.02,52.62,40.0,1985-01-12,female,womens-strawweight,163.83,orthodox,muay thai,alliance mma,usa
4875511,Christian Rodriguez,170.18,66.22,27.0,1997-12-17,male,featherweight,181.61,orthodox,freestyle,roufusport,mexico
5149439,Jean Matsumoto,167.64,61.69,26.0,1999-09-09,male,bantamweight,172.72,orthodox,mixed martial artist,inside muay thai,brazil
4848674,Christian Leroy Duncan,187.96,83.91,30.0,1995-07-24,male,middleweight,200.66,switch,mixed martial artist,range mma academy,england
5212598,Rafael Cerqueira,190.5,92.08,35.0,1990-03-15,male,lightheavyweight,193.04,southpaw,,galpao da luta,brazil
5068617,Toshiomi Kazama,170.18,61.69,28.0,1997-05-15,male,bantamweight,175.26,orthodox,brazilian jiu-jitsu,wajutsu keishukai tokyo,japan
4277049,Priscila Cachoeira,170.18,60.78,37.0,1988-08-19,female,womens-bantamweight,165.1,orthodox,striker,mma masters,brazil
4375574,Gilbert Urbina,190.5,77.56,29.0,1996-04-05,male,welterweight,190.5,orthodox,mixed martial artist,bmf ranch,usa
3157454,Julija Stoliarenko,170.18,57.15,32.0,1993-04-08,female,womens-flyweight,167.64,orthodox,brazilian jiu-jitsu,fighter house,lithuania
4867356,Chris Duncan,177.8,70.76,32.0,1993-05-10,male,lightweight,180.34,orthodox,mixed martial artist,american top team,scotland
5074131,Esteban Ribovics,177.8,70.31,29.0,1996-04-27,male,lightweight,175.26,orthodox,striker,kill cliff fc,argentina
4916974,Nora Cornolle,170.18,61.69,35.0,1989-12-06,female,womens-bantamweight,170.18,orthodox,muay thai,us metro bizot,france
3039886,Elizeu Zaleski dos Santos,180.34,77.56,38.0,1986-12-11,male,welterweight,185.42,orthodox,striker,cm system,brazil
5145681,Kevin Vallejos,170.18,66.22,23.0,2001-12-08,male,featherweight,172.72,switch,,brothers of life mma,argentina
4848675,Nathan Fletcher,170.18,61.23,27.0,1998-01-03,male,bantamweight,177.8,orthodox,mixed martial artist,next generation mma liverpool,england
4815999,Tresean Gore,182.88,85.73,31.0,1994-06-21,male,middleweight,190.5,switch,boxing,mma lab,usa
5211225,Andrey Pulyaev,193.04,83.91,28.0,1997-09-10,male,middleweight,198.12,southpaw,,storm shlemenko fight team,russia
5145575,John Yannis,170.18,65.77,31.0,1994-07-07,male,featherweight,179.07,southpaw,,,usa
4916248,Felipe Bunes,170.18,56.7,35.0,1989-10-26,male,flyweight,175.26,orthodox,brazilian jiu-jitsu,pitbull brothers,brazil
4566308,Ketlen Souza,160.02,52.62,31.0,1994-08-18,female,womens-strawweight,160.02,orthodox,boxing,carioca academy,brazil
4423880,Reinier de Ridder,193.04,84.37,35.0,1990-09-07,male,middleweight,198.12,southpaw,jiu-jitsu,combat brothers,netherlands
4895760,Marcus McGhee,172.72,61.69,35.0,1990-05-07,male,bantamweight,175.26,orthodox,brazilian jiu-jitsu,mma lab,usa
4415883,Marc-Andre Barriault,185.42,83.91,35.0,1990-02-18,male,middleweight,187.96,orthodox,striker,kill cliff fc,canada
5213200,Jose Ochoa,170.18,56.7,24.0,2000-12-31,male,flyweight,170.18,southpaw,mixed martial artist,chute boxe - diego lima,peru
5152109,Bogdan Guskov,190.5,92.99,33.0,1992-09-12,male,lightheavyweight,193.04,orthodox,mixed martial artist,gor mma,uzbekistan
3903378,Said Nurmagomedov,172.72,61.69,33.0,1992-04-05,male,bantamweight,177.8,orthodox,mixed martial artist,fight club akhmat,russia
3146349,Carlos Leal,180.34,77.11,31.0,1994-05-04,male,welterweight,187.96,orthodox,striker,thai brasil,brazil
4409558,Da'Mon Blackshear,177.8,61.69,31.0,1994-08-12,male,bantamweight,182.88,switch,mixed martial artist,kill cliff fc,usa
4868095,Tabatha Ricci,154.94,52.16,30.0,1995-02-21,female,womens-strawweight,154.94,orthodox,judo,paragon bjj,brazil
5078114,Billy Elekana,190.5,92.53,30.0,1995-05-28,male,lightheavyweight,196.85,southpaw,,uprising mma,usa
4426305,Steven Nguyen,180.34,65.77,32.0,1993-05-19,male,featherweight,185.42,switch,striker,fortis mma,usa
4711604,Marcus Buchecha,187.96,115.21,35.0,1990-01-08,male,heavyweight,195.58,orthodox,,american top team,brazil
2506549,Dustin Poirier,175.26,70.76,36.0,1989-01-19,male,lightweight,182.88,southpaw,brazilian jiu-jitsu,american top team,usa
4300149,Roman Kopylov,182.88,83.91,34.0,1991-05-04,male,middleweight,190.5,southpaw,striker,raty team,russia
4426312,Daniel Rodriguez,185.42,77.11,38.0,1986-12-31,male,welterweight,187.96,southpaw,freestyle,10th planet jiu-jitsu,usa
2532870,Patricio Pitbull,167.64,65.77,38.0,1987-07-07,male,featherweight,170.18,orthodox,brazilian jiu-jitsu,pitbull brothers,brazil
4863327,Daniel Zellhuber,185.42,70.76,26.0,1999-07-07,male,lightweight,195.58,switch,freestyle,xtreme couture,mexico
4884877,Vinicius Oliveira,175.26,61.69,29.0,1995-11-30,male,bantamweight,179.07,switch,mixed martial artist,sombra team mma,brazil
4686237,Robert Valentin,187.96,84.37,30.0,1995-03-31,male,middleweight,195.58,orthodox,,fight move academy,switzerland
5212748,Islam Dulatov,190.5,77.56,27.0,1998-08-02,male,welterweight,190.5,orthodox,,american top team,germany
3998068,Marcin Prachnio,190.5,92.99,37.0,1988-07-14,male,lightheavyweight,185.42,orthodox,karate,tatsujin dojo,poland
4710386,Lukasz Brzeski,190.5,109.77,33.0,1992-05-17,male,heavyweight,198.12,orthodox,striker,raion fight club,poland
5291733,Jackson McVey,193.04,83.91,26.0,1999-03-25,male,middleweight,195.58,southpaw,,st. charles mma,usa
4239113,Nicolle Caliari,160.02,57.15,28.0,1996-11-04,female,womens-flyweight,157.48,orthodox,,thai brasil,brazil
5212856,Tallison Teixeira,200.66,117.48,25.0,1999-12-07,male,heavyweight,210.82,orthodox,,team lucas mineiro,brazil
4921516,Gabriel Bonfim,185.42,77.56,28.0,1997-08-20,male,welterweight,184.15,orthodox,mixed martial artist,cerrado mma,brazil
3023804,Steve Garcia,182.88,66.22,33.0,1992-05-22,male,featherweight,190.5,southpaw,striker,jackson-wink mma,usa
